Date,Soil temperature at 0.05 depth in mts,Soil temperature at 0.1 depth in mts,Soil temperature at 0.20cm depth in mts,Soil temperature at 0.50cm depth in mts,Soil temperature at 1.00cm depth in mts,max air temperature at 1.5mts,min air temperature at 1.5mts,"max relative humidity
 at 1.5mts","min Relative humidity
 at 1.5mts",Pitche Evaporation,Pan Evaporation,Wind Speed km/h at day,Wind Speed km/h at night,Wind Speed Avarage(m/s),sunshine hour,Rainfall
23-Jun-12,32.0,29.2, -   , -   , -   ,32.9,20.2, -   , -   ,3.8,5.52,1.42,1.48,1.45,8:00,1.4
24-Jun-12,30.8,28.7, -   , -   , -   ,31.7,19.8, -   , -   ,2.9,1.43,1.78,0.56,1.17,8:30,3.0
25-Jun-12,33.32,29.60, -   , -   , -   ,34,20.2, -   , -   ,3.60,6.16,0.82,0.62,0.72,9:00,0.0
26-Jun-12,34.36,30.16, -   , -   , -   ,34.6,20.2, -   , -   ,3.50,5.04,1.36,0.63,1.00,8:30,0.0
27-Jun-12,27.84,28.52, -   , -   , -   ,27.2,22.6, -   , -   ,0.80,0.96,1.07,0. 35,1.07,1:00,31.5
28-Jun-12,28.68,27.52, -   , -   , -   ,31.0,20.4, -   , -   ,2.20,4.01,1.20,0.50,0.85,5:00,0.0
29-Jun-12,30.36,28.44, -   , -   , -   ,34.2,22.0, -   , -   ,2.80,4.60,0.91,0.52,0.72,5:20,0.0
30-Jun-12,28.52,28.24, -   , -   , -   ,31.2,21.6, -   , -   ,1.90,2.83,1.40,0.42,0.91,2:00,1.5
01-Jul-12,27.00,27.08, -   , -   , -   ,30.0,21.2, -   , -   ,1.20,2.30,1.30,0.49,0.9,2:40,2.6
02-Jul-12,27.52,26.84, -   , -   , -   ,29.8,21.0, -   , -   ,1.60,1.93,0.81,0.67,0.7,3:20,6.4
03-Jul-12,29.00,27.28, -   , -   , -   ,31.4,21.2, -   , -   ,2.60,4.84,1.30,0.50,0.9,7:00,0.00
04-Jul-12,31.04,28.40, -   , -   , -   ,33.0,20.6, -   , -   ,2.90,4.04,0.66,1.34,1.0,7:50,1.9
05-Jul-12,30.80,28.96, -   , -   , -   ,32.4,20.8,96.00,49.00,3.00,4.29,0.96,0.88,0.9,7:00,36.5
06-Jul-12,25.24,25.80, -   , -   , -   ,28.2,20.8,96.00,77.00,0.40,1.16,1.67,0.38,1.0,0:30,30.0
07-Jul-12,28.32,26.04, -   , -   , -   ,30.6,20.0,88.00,52.00,2.50,2.05,0.82,0.42,0.6,5:50,1.4
08-Jul-12,30.80,27.88, -   , -   , -   ,34.2,20.0,96.00,55.00,3.90,5.25,1.20,0.61,0.9,8:40,0.00
09-Jul-12,30.56,29.12, -   , -   , -   ,33.4,22.0,96.00,51.00,2.20,1.91,0.60,0.62,0.6,3:45,32.8
10-Jul-12,28.00,27.20, -   , -   , -   ,30.4,18.8,96.00,66.00,0.50,2.17,1.20,0.43,0.8,4:35,0.0
11-Jul-12,30.00,28.00, -   , -   , -   ,30.4,19.6,96.00,58.00,2.80,4.83,0.90,0.45,0.7,9:45,0.0
12-Jul-12,31.40,29.28, -   , -   , -   ,31.2,23.0,96.00,55.00,3.10,3.42,1.06,0.51,0.8,7:50,13.0
13-Jul-12,29.84,28.52, -   , -   , -   ,30.8,21.6,96.00,66.00,2.50,3.95,0.94,0.58,0.8,6:30,1.6
14-Jul-12,28.68,28.44, -   , -   , -   ,31.2,21.8,92.00,65.00,2.20,2.61,1.09,0.41,0.8,2:20,Trace
15-Jul-12,31.84,29.12, -   , -   , -   ,32.0,21.2,96.00,55.00,3.30,4.54,0.70,0.46,0.6,6:30,0.0
16-Jul-12,30.92,29.28, -   , -   , -   ,30.8,20.2,96,65,2.6,3.86,0.9,0.60,0.8,5:15,0
17-Jul-12,27.64,28.56, -   , -   , -   ,29.2,20.4,96,78,1.3,1.74,1.3,0.80,1.1,0:15,5.3
18-Jul-12,27.56,27.24, -   , -   , -   ,28.8,20.6,96,70,2.4,3.39,1.25,1.09,1.2,1:10,6.3
19-Jul-12,29.84,27.88, -   , -   , -   ,30.6,20.4,96,57,2.7,3.71,0.9,0.28,0.6,8:35,0
20-Jul-12,32.4,29.28, -   , -   , -   ,32.6,21,84,54,3.3,4,0.78,0.09,0.4,8:10,27
21-Jul-12,25.08,26.84, -   , -   , -   ,28.2,21.2,96,84,1,0.00,1.06,0.65,0.9,0:00,5.8
22-Jul-12,29.24,26.96, -   , -   , -   ,31.8,17.2,86,47,3.5,3.13,0.92,0.52,0.7,10:10,0
23-Jul-12,28.56,27.76, -   , -   , -   ,31,20.6,96,66,2.2,4.39,1.1,0.83,1.0,2:15,0
24-Jul-12,31.64,28.80, -   , -   , -   ,31.8,20.6,96,55,3.2,4.68,0.85,0.64,0.7,8:30,12.5
25-Jul-12,26.00,27.44, -   , -   , -   ,31,20.2,92,77,0.8,1.27,0.9,0.81,0.9,2:30,15.0
26-Jul-12,27.24,26.60, -   , -   , -   ,28,20,96,71,1.4,3.46,0.77,0.36,0.6,3:15,0
27-Jul-12,30.64,27.80, -   , -   , -   ,32,18.8,87,48,3.3,4.55,0.92,0.4,0.7,9:20,0
28-Jul-12,29.16,28.28, -   , -   , -   ,31,21.2,93,61,2.3,2.12,1.2,0.46,0.8,0:35,trase
29-Jul-12,31.28,28.80, -   , -   , -   ,30.8,21,96,64,2.6,4.41,0.85,0.4,0.6,2:00,0
30-Jul-12,32.56,29.68, -   , -   , -   ,32.2,21.0,96,53,3.1,6.06,0.94,0.47,0.7,9:00,0.0
31-Jul-12,32.00,28.84, -   , -   , -   ,33.2,19.2,92,51,3.7,4.61,1,0.86,0.9,8:00,0.0
01-Aug-12,30.44,29.96,0,0,0,30,22.6,92,61,3,2.4,1.42,0.6,1.01,0.013888889,0
02-Aug-12,31.68,29.92,0,0,0,32.2,21.2,96,63,3,4.46,0.41,0.63,0.52,0.125,0
03-Aug-12,32,30.24,0,0,0,32.4,21,92,53,3.4,3.93,1.03,0.5,0.765,0.125,0
04-Aug-12,33.16,30.72,0,0,0,32.2,21,92,58,3.2,3.78,1.06,0.46,0.76,0.177083333,0
05-Aug-12,34.32,31.64,0,0,0,33.2,21,92,49,4.1,6.52,0.87,0.46,0.665,0.402777778,0
06-Aug-12,34.78,32.08,0,0,0,34.78,32.08,84,55,4.4,5.47,1.04,0.5,0.77,0.385416667,0
07-Aug-12,32.36,31.6,0,0,0,32.36,31.6,92,55,4.3,3.75,1.46,0.9,1.18,0.1875,0
08-Aug-12,33.44,31.32,0,0,0,33.44,31.32,92,58,3.5,4.25,0.93,0.43,0.68,0.194444444,0
09-Aug-12,32.36,30.68,0,0,0,32.36,30.68,92,66,2,3.39,1,0.43,0.715,0.114583333,0
10-Aug-12,33.8,31.24,0,0,0,33.8,31.24,92,49,4.4,3.74,1.06,0.65,0.855,0.326388889,0
11-Aug-12,33.48,31.24,0,0,0,33.2,20.4,92,55,3.3,5.57,0.93,0.6,0.765,0.125,0
12-Aug-12,33.32,31.04,0,0,0,32.6,20.4,96,51,3.3,2.45,0.75,0.53,0.64,0.288194444,1.9
13-Aug-12,33.76,31.48,0,0,0,33.6,20.8,96,53,3.2,4.37,0.82,0.76,0.79,0.3125,0
14-Aug-12,29.32,29.92,0,0,0,30.2,20.4,92,61,1.5,2.25,1.32,0.56,0.94,0.076388889,15.7
15-Aug-12,30.68,29.6,0,0,0,31.4,20,92,56,3.9,4.76,1.26,0.7,0.98,0.375,0
16-Aug-12,28.92,28.92,0,0,0,30.8,21,96,80,1.7,4.04,2.3,0.32,1.31,0.065972222,0
17-Aug-12,31.44,29.32,0,0,0,31,18.8,96,55,3.1,2.77,0.86,0.54,0.7,0.253472222,0
18-Aug-12,32.56,30.44,0,0,0,31.2,21,96,61,3,3.93,1.03,0.56,0.795,0.25,0
19-Aug-12,31.2,29.84,0,0,0,30.6,20.2,96,61,2.6,2.79,1.6,0.4,1,0.260416667,0
20-Aug-12,32.4,30.24,0,0,0,33.2,21,96,47,3.4,5.05,1.03,0.4,0.715,8፡40,0
21-Aug-12,33.08,30.96,0,0,0,33,19.2,96,49,6.2,4.6,1.1,0.5,0.8,10፡45,0
22-Aug-12,31.12,30.06,0,0,0,32.6,20.4,92,59,3.72,3.2,1.41,0.95,1.18,3፡40,1.1
23-Aug-12,30.44,29.52,0,0,0,31.2,20,96,61,3.92,2.7,1.1,0.54,0.82,4፡05,0
24-Aug-12,32.28,30.04,0,0,0,36,18.6,96,33,7.24,5.3,1.21,0.55,0.88,9፡15,0
25-Aug-12,32.44,31,0,0,0,32.4,19.6,96,51,2.38,4.1,1.46,1.18,1.32,7፡50,17.7
26-Aug-12,30.04,29.08,0,0,0,34.6,20.2,96,58,4.45,3.2,0.87,0.28,0.575,6፡00,0
27-Aug-12,33.04,30.64,0,0,0,33.4,21.6,96,49,2.68,3.9,0.97,1.29,1.13,0.385416667,2.6
28-Aug-12,30.06,30,0,0,0,31.8,21.2,92,62,4.86,3.2,1.59,0.56,1.075,0.159722222,0
29-Aug-12,32.08,30.16,0,0,0,33.8,19.4,96,48,3.52,3.6,0.82,0.87,0.845,0.270833333,43
30-Aug-12,29.92,28.68,0,0,0,31.2,21,96,68,6.15,2.9,1.21,0.56,0.885,0.0625,0
31-Aug-12,28.76,28.44,0,0,0,29.8,21.6,96,61,3.08,4.1,1.29,1.17,1.23,0.034722222,0
01-Sep-12,32.08,29.08,0,0,#REF!,34.2,21.2,96,42,6.63,4,0.83,1.01,0.92,0.333333333,20.5
02-Sep-12,28.52,28.08,0,0,0,33.2,19.8,96,61,1.91,2.4,0.99,1.07,1.03,0.069444444,2.9
03-Sep-12,29.72,28.56,0,0,0,31.6,23.6,96,58,5.13,3.4,1.7,0.48,1.09,0.260416667,0
04-Sep-12,32.36,29.64,0,0,0,33.4,20,96,47,2.37,0.4,0.93,1.73,1.33,0.319444444,7.4
05-Sep-12,28.56,28.64,0,0,0,31.8,20.6,92,74,2.72,0.2,0.91,0.58,0.745,0.052083333,trace
06-Sep-12,26.56,27.18,0,0,0,30,22.3,96,74,0.03,1.7,1.16,0.48,0.82,0.027777778,4.1
07-Sep-12,28.16,27.34,0,0,0,31.7,21.2,96,68,2.31,2.2,1.37,0.48,0.925,0.09375,0
08-Sep-12,30.84,28.48,0,0,0,31.6,19.4,96,55,3.94,3.7,1.18,0.59,0.885,0.315972222,0
09-Sep-12,30.64,29.42,0,0,0,31.4,22.2,96,62,1.52,3.4,1.19,0.73,0.96,0.236111111,7.1
10-Sep-12,31.02,29.52,0,0,0,33.4,20.2,96,55,3.89,2.5,0.89,0.97,0.93,0.194444444,1
11-Sep-12,29.66,28.72,0,0,0,31.8,20.6,96,66,2.86,2.3,1.11,0.43,0.77,0.0625,trace
12-Sep-12,29.52,28.84,0,0,0,32,20.8,92,58,1.97,2.7,1.27,0.44,0.855,0.166666667,1.6
13-Sep-12,31.82,28.78,0,0,0,32.8,19,85,63,1.59,1.5,0.89,1.02,0.955,0.340277778,2.5
14-Sep-12,32.44,29.84,0,0,0,32.2,21.6,96,55,3.8,1.4,1.21,1.26,1.235,0.350694444,45.6
15-Sep-12,28.56,28.06,0,0,0,31.4,19.4,96,64,2.9,0.9,0.96,0.76,0.86,0.21875,trace
16-Sep-12,31.04,28.88,0,0,0,32.6,20,92,51,7.54,1.7,1.26,0.77,1.015,0.40625,0
17-Sep-12,31.36,29.04,0,0,0,32.4,19.6,96,43,6.43,1.8,1.29,0.63,0.96,0.416666667,0.2
18-Sep-12,33.01,30.62,0,0,0,33,20.3,96,46,5.55,1.8,1.03,0.74,0.885,0.357638889,0
19-Sep-12,32.92,30.84,0,0,0,33.6,21.1,96,49,5.46,1.5,0.88,0.65,0.765,0.263888889,0
20-Sep-12,30.18,29.92,0,0,0,32,20.2,92,56,5.24,1.7,2.41,0.5,1.455,0.052083333,0
21-Sep-12,32.44,29.98,0,0,0,32.8,19.2,92,53,2.72,1.7,0.97,0.56,0.765,0.208333333,0
22-Sep-12,33.68,31.08,0,0,0,34.6,19.4,96,45,5.49,2.2,0.89,0.72,0.805,0.364583333,28.5
23-Sep-12,30.24,29.84,0,0,0,36.4,20.8,96,62,3.15,1.3,1.05,0.59,0.82,0.152777778,0.3
24-Sep-12,29,28.8,0,0,0,31,20.6,96,55,4.3,1.6,1.8,0.5,1.15,0.118055556,0
25-Sep-12,32.4,30.1,0,0,0,53,20.8,96,50,4.6,2.4,0.9,1,0.95,0.298611111,0
26-Sep-12,32.7,30.7,0,0,0,33.8,21,96,52,4,2.2,1,1.7,1.35,0.229166667,25.7
27-Sep-12,27.8,28.4,0,0,0,29.8,19.4,96,68,1.3,1.3,1.1,0.6,0.85,0.128472222,2
28-Sep-12,28.3,28,0,0,0,30.4,21,96,64,2.2,2.1,1,0.4,0.7,0.100694444,0
29-Sep-12,30.3,28.5,0,0,0,33.2,18.2,96,52,6.4,3.2,1.4,0.6,1,0.298611111,6.6
30-Sep-12,27.5,28,0,0,0,29.2,19.3,96,72,3.7,2.3,1.8,0.5,1.15,0.034722222,trace
01-Oct-12,31.46,28.72,0,0,0,34.2,19.6,96,50,2.4,4,1.03,0.9,0.965,0.340277778,0
02-Oct-12,31.36,29.48,0,0,0,33.4,21.1,92,54,6.18,3.2,1.21,0.43,0.82,0.1875,0
03-Oct-12,33.06,30.52,0,0,0,34,20.2,96,54,5.87,4.3,1.32,0.61,0.965,0.381944444,0
04-Oct-12,33.24,31.06,0,0,0,33.8,18.8,87,47,6.15,4.5,1.11,0.56,0.835,0.434027778,0
05-Oct-12,33.88,31.06,0,0,0,35.8,19.4,96,48,6.61,5,1.11,0.63,0.87,0.395833333,0.9
06-Oct-12,34.06,32.28,0,0,0,36,21.4,96,48,7.92,1.7,0.95,1.21,1.08,0.434027778,15.5
07-Oct-12,32.08,31.36,0,0,0,34,19.4,96,47,3.09,3.5,0.66,0.95,0.805,0.395833333,4.3
08-Oct-12,33.46,30.62,0,0,0,34,20.3,96,46,5.75,2.7,1.03,0.99,1.01,0.430555556,21
09-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Oct-12,27.58,25.61,0,0,0,34,18,96,47,4.78,4.3,0.76,0.54,0.65,0.34375,0
15-Oct-12,28.21,25.93,0,0,0,35,17,96,40,5.92,4.7,0.9,0.64,0.77,0.423611111,0
16-Oct-12,27.56,25.09,0,0,0,35.2,17,92,42,4.5,4.5,0.92,0.59,0.755,0.423611111,0
17-Oct-12,28.23,26.26,0,0,0,34.8,17.6,96,45,3.48,4,0.87,0.54,0.705,0.416666667,0
18-Oct-12,34.34,31.12,0,0,0,35.2,19.4,96,50,3.82,5,0.91,0.51,0.71,0.416666667,0
19-Oct-12,34.24,32.32,0,0,0,34.8,20.4,96,45,0.02,4.4,1.18,1.42,1.3,0.368055556,8.3
20-Oct-12,33.56,31.64,0,0,0,33,23.2,96,54,0.32,3.5,1.14,0.8,0.97,0.402777778,5.2
21-Oct-12,32.82,31.03,0,0,0,33.2,20.6,96,54,4.46,3.2,0.84,0.57,0.705,0.340277778,0
22-Oct-12,33.64,31.08,0,0,0,35,20.4,96,54,4.44,4,0.93,0.63,0.78,0.385416667,0.8
23-Oct-12,33.34,31.94,0,0,0,35.2,21.2,96,50,4.56,3.8,0.93,0.67,0.8,0.368055556,0
24-Oct-12,33.88,32.12,0,0,0,34.2,20.3,92,51,3.38,4.2,1,0.75,0.875,0.305555556,0
25-Oct-12,31.78,31.34,0,0,0,34.6,19.2,92,50,3.12,3.8,1.3,0.62,0.96,0.131944444,1.1
26-Oct-12,32.28,30.76,0,0,0,32,20,96,56,5.27,3.7,1.47,0.54,1.005,0.059027778,1.2
27-Oct-12,29.9,29.92,0,0,0,29,19.2,96,66,1.69,1.5,1.08,0.49,0.785,0.007638889,0
28-Oct-12,30.92,29.72,0,0,0,33.4,21,96,56,10.03,2.7,0.65,0.82,0.735,0.004861111,22.8
29-Oct-12,28.6,28.4,0,0,,31.2,19.2,96,55,1.59,2.5,1.03,1.08,1.055,0.020138889,1.4
01-Nov-12,30.38,28.8,0,0,0,32.8,19.4,96,49,3.5,1.58,1.29,0.63,0.96,0.01875,1.4
02-Nov-12,30.44,29.14,0,0,0,31,19.8,96,58,0.5,1.42,1.1,0.67,0.885,0.015972222,3.6
03-Nov-12,32.16,30.8,0,0,0,33.4,19.8,92,47,4.1,4.86,1.31,0.68,0.995,0.028472222,0
04-Nov-12,31.88,30.08,0,0,0,33.7,19.2,96,49,3.9,1.44,1.04,0.93,0.985,0.025,4
05-Nov-12,29.3,29.08,0,0,0,29.6,19,96,63,4.7,2.19,1.55,0.59,1.07,0.03125,0
06-Nov-12,31.32,29.04,0,0,0,33.3,17.4,96,52,3.7,2.43,0.91,0.62,0.765,0.295138889,0
07-Nov-12,30.68,29.56,0,0,0,30.9,20.4,92,62,3.3,3.19,2.21,0.56,1.385,0.166666667,0
08-Nov-12,30.18,29.04,0,0,0,32.8,18.2,96,51,2.7,2.7,1.06,0.7,0.88,0.173611111,1.7
09-Nov-12,32.84,30.12,0,0,0,33.6,19.8,92,52,3.7,6.34,1.28,0.5,0.89,0.395833333,1.2
10-Nov-12,32.84,30.7,0,0,0,33.5,19.4,96,56,4.1,4.76,1.19,0.57,0.88,0.375,0
11-Nov-12,33.2,30.84,0,0,0,35,17.6,96,42,4.5,5.8,0.97,0.52,0.745,0.416666667,0
12-Nov-12,33.32,30.64,0,0,0,35.4,18,96,41,5.5,4.37,1.3,0.8,1.05,0.347222222,4.6
13-Nov-12,32.84,31.28,0,0,0,33.8,21,96,50,3.8,4.18,0.96,1.35,1.155,0.291666667,0.7
14-Nov-12,32.2,30.6,0,0,0,32.8,19.6,96,53,2.8,4.92,0.93,0.4,0.665,0.263888889,0
15-Nov-12,30.92,30.32,0,0,0,34.8,18.2,96,56,3,3.1,1.33,0.41,0.87,0.270833333,0
16-Nov-12,31,30,0,0,0,32..0,21,92,51,4,4.78,1.6,0.55,1.075,0.145833333,0
17-Nov-12,32.8,30.48,0,0,0,34.8,18.8,92,52,5.6,6,1.4,0.18,0.79,0.416666667,19.8
18-Nov-12,30.64,29.8,0,0,0,33.2,18.2,96,54,5.4,5.87,0.99,0.51,0.75,0.4125,0
19-Nov-12,31.4,28.68,0,0,0,35,17.8,96,42,5,6.5,1.29,0.7,0.995,0.4375,0
20-Nov-12,32.33,30.6,0,0,0,35.4,19,92,39,5,7.55,1.34,0.7,1.02,0.4375,0
21-Nov-12,32.72,31.56,0,0,0,36.4,19.2,96,54,5,6.16,1.07,0.75,0.91,0.354166667,0
22-Nov-12,32.04,31.12,0,0,0,35.8,19,92,39,4.5,4.5,0.94,0.61,0.775,0.347222222,0
23-Nov-12,32.8,31.16,0,0,0,36.2,19.2,92,42,4.8,7.3,1.18,0.6,0.89,0.381944444,0
24-Nov-12,32.84,31.16,0,0,0,36.2,19.4,96,39,6,6.5,1.03,0.5,0.765,0.4375,0
25-Nov-12,32.84,31.24,0,0,0,36,16.8,92,42,5.7,10.23,1.16,0.64,0.9,0.423611111,0
26-Nov-12,33,31.36,0,0,0,36,18.8,92,37,5.2,6.08,1.08,0.5,0.79,0.340277778,0
27-Nov-12,34.12,31.6,0,0,0,36,18.8,92,39,4.5,7.61,1.19,0.71,0.95,0.444444444,0
28-Nov-12,28.76,31.12,0,0,0,31.8,21,92,55,5.6,6.29,2.05,0.51,1.28,0.173611111,32
29-Nov-12,29.36,28.88,0,0,0,34,18,92,46,2.5,10.81,1.18,1,1.09,0.256944444,29.8
30-Nov-12,29.04,28.6,0,0,0,33,20.2,96,54,4,6.46,1.1,1.23,1.165,0.333333333,0
01-Dec-12,30.2,29.16,0,0,0,35.2,20.2,96,44,4.5,5.58,1,0.59,0.795,0.399305556,0
02-Dec-12,31.68,30,0,0,0,35.2,18.6,96,48,4.5,5.01,0.97,0.65,0.81,0.465277778,0
03-Dec-12,31.68,29.24,0,0,0,34.8,20.2,96,50,3.5,4.77,0.78,0.42,0.6,0.28125,0
04-Dec-12,29.48,29.84,0,0,0,31.8,19.6,96,61,4,4.8,1.42,0.61,1.015,0.048611111,0
05-Dec-12,31.16,30.2,0,0,0,35.4,19.4,96,42,4.3,5.2,0.98,0.75,0.865,0.333333333,0
06-Dec-12,32.12,30.64,0,0,0,36,19,92,42,4.7,3.92,1.08,1.14,1.11,0.340277778,1.9
07-Dec-12,32.4,30.76,0,0,0,35.4,19.4,96,51,5.6,7.92,0.89,0.47,0.68,0.423611111,0
08-Dec-12,33.12,31.16,0,0,0,36,19,96,42,5.2,8.14,0.78,0.52,0.65,0.4375,0
09-Dec-12,33.08,30.96,0,0,0,36,18.8,96,39,5.2,5.92,0.82,0.67,0.745,0.347222222,0
10-Dec-12,33.04,31.48,0,0,0,36,17.4,92,37,5.6,6.14,0.81,0.79,0.8,0.4375,0
11-Dec-12,33.72,31.12,0,0,0,36.2,18,92,41,5.4,5.42,0.75,0.71,0.73,0.430555556,0
12-Dec-12,33.68,30.92,0,0,0,37,18.2,87,40,6.3,6.5,0.92,0.85,0.885,0.430555556,0
13-Dec-12,33.24,31.24,0,0,0,36.8,17,96,32,6.2,7.58,0.92,0.73,0.825,0.423611111,0
14-Dec-12,34.24,31.68,0,0,0,37,19.4,92,34,6,6,0.93,0.72,0.825,0.416666667,0.5
15-Dec-12,33.68,31.52,0,0,0,36.2,19.6,92,37,4.5,5.24,0.94,0.63,0.785,0.375,0
16-Dec-12,34.24,31.6,0,0,0,36,18.8,96,37,6,6,0.95,0.63,0.79,0.319444444,0.4
17-Dec-12,33.52,31.56,0,0,0,35,20.4,92,42,6,6.6,1.78,1.25,1.515,0.416666667,3.8
18-Dec-12,32.32,31.12,0,0,0,35.4,20.4,96,42,5,7,1.15,0.96,1.055,0.3125,8.2
19-Dec-12,31.56,30.6,0,0,0,33.4,20.2,96,49,4.5,5.9,1.03,0.55,0.79,0.399305556,0
20-Dec-12,31.96,30.48,0,0,0,35.6,17.6,96,34,6.2,6.58,1.05,0.53,0.79,0.416666667,0
21-Dec-12,31.56,30.24,0,0,0,36,16,96,32,6.6,7.42,1.06,0.69,0.875,0.4375,1
22-Dec-12,30.04,29.96,0,0,0,34.2,19,96,40,5.2,3.53,1.97,0.68,1.325,0.277777778,2.6
23-Dec-12,31.44,30.12,0,0,0,33.6,20.2,96,47,4.7,4.18,1.21,0.86,1.035,0.385416667,35
24-Dec-12,29.36,29.08,0,0,0,32.6,18.4,96,44,4.3,3.42,1.09,0.58,0.835,0.3125,0
25-Dec-12,30.48,28.92,0,0,0,34.8,18,96,47,4.5,4.9,1.1,0.51,0.805,0.416666667,0
26-Dec-12,29,28.32,0,0,0,32.8,18.2,92,63,2.5,2.5,0.96,0.78,0.87,0.065972222,0
27-Dec-12,29.8,28.28,0,0,0,35.4,17.4,92,42,4.1,4.5,1.04,0.81,0.925,0.208333333,0
28-Dec-12,30.48,29.12,0,0,0,34.2,17.8,92,46,6.2,5.96,1.62,0.64,1.13,0.298611111,0
29-Dec-12,28.96,28.56,0,0,0,32.8,18.6,96,50,3,4.44,1.09,0.44,0.765,0.208333333,10.2
30-Dec-12,29.64,28.6,0,0,0,33.8,18.2,96,46,4,3,1.32,0.45,0.885,0.291666667,0
31-Dec-12,31.08,28.84,0,0,0,35.4,18.2,96,35,5.6,5.6,1,0.7,0.85,9፡50,0
01-Jan-13,32.08,29.84,0,0,0,36.4,18.6,92,34,6,6.4,0.92,0.7.3,0.92,10፡00,0
02-Jan-13,32.28,30.2,0,0,0,37.4,17.8,66,32,6.8,9.6,1.05,0.83,0.94,5፡10,0
03-Jan-13,31.16,29.96,0,0,0,35.8,17.2,92,34,6.1,4.44,0.85,0.65,0.75,9፡30,0
04-Jan-13,31.76,29.64,0,0,0,37.6,17,86,28,7.7,6.16,1.05,0.65,0.85,10፡05,0
05-Jan-13,32.28,30.16,0,0,0,37,15,74,25,6.6,5.9,0.85,0.77,0.81,10፡00,0
06-Jan-13,32.56,30.28,0,0,0,37.8,15,91,29,7.7,6.56,0.93,0.76,0.845,5፡00,0
07-Jan-13,33.44,30.52,0,0,0,37,18.6,75,35,3.2,7.3,1.13,0.64,0.885,5፡00,0
08-Jan-13,31.28,30,0,0,0,34.4,20,88,53,3.3,2.32,0.87,1.45,1.16,2፡30,4.2
09-Jan-13,31.72,30.16,0,0,0,36,18.8,96,39,6.2,6.2,1.21,1.43,1.32,6፡40,0
10-Jan-13,32.48,31.28,0,0,0,35.4,21.2,84,45,5.2,5.42,1.21,0.94,1.075,5፡40,18.2
11-Jan-13,27.64,29,0,0,0,31.4,20.4,84,47,2.6,2.22,1.53,0.68,1.105,1፡35,0
12-Jan-13,31,29.12,0,0,0,35,20.2,76,46,6.7,4.8,1.74,1.39,1.565,8፡05,12.5
13-Jan-13,30,28.92,0,0,0,35.2,18.8,96,42,4.7,3.9,0.87,0.63,0.75,8፡45,4.3
14-Jan-13,31.08,29.36,0,0,0,36.2,20,96,32,5.7,5.4,0.78,0.69,0.735,9፡30,0
15-Jan-13,31.44,30,0,0,0,37,19.2,92,34,5.6,6.56,0.88,0.68,0.78,8፡00,0
16-Jan-13,32.6,30.24,0,0,0,37.6,20.2,92,36,6.7,7.04,0.89,0.68,0.785,10፡00,0
17-Jan-13,32.4,30.72,0,0,0,37.8,19.4,87,36,6,7.36,0.98,0.68,0.83,9፡00,0
18-Jan-13,32.76,31,0,0,0,37.4,19.8,87,32,6.7,6.72,1.13,0.69,0.91,9፡30,0
19-Jan-13,32.8,31.04,0,0,0,38,17.8,74,31,7.3,7.78,1.07,0.79,0.93,9፡45,0
20-Jan-13,32.6,30.88,0,0,,38.4,16.6,82,30,6.3,6.94,1.06,0.66,0.86,9፡10,0
21-Jan-13,32.76,30.72,0,0,,38.4,15.6,95,26,7.8,7.02,0.98,0.57,0.775,10፡00,0
22-Jan-13,32.52,30.64,0,0,0,38.4,14.4,86,26,8,7,0.95,0.67,0.81,10፡00,0
23-Jan-13,32.6,30.64,0,0,0,38.8,15,86,25,8.7,7.16,1.07,0.81,0.94,9፡00,0
24-Jan-13,33.28,30.8,0,0,0,38.4,15,82,26,9.5,5.82,1.03,1.02,1.025,10፡00,0
25-Jan-13,33.32,30.76,0,0,0,38,16,82,26,9.3,10.12,1.21,0.67,0.94,9፡30,0
26-Jan-13,33.08,30.68,0,0,0,39,16.4,91,23,8,6.28,1.28,0.66,0.97,9፡00,0
27-Jan-13,33.96,30.8,0,0,0,39,17,87,27,9.5,7.84,1.12,0.71,0.915,8፡00,0
28-Jan-13,33.92,30.96,0,0,0,39,19,82,27,9.5,8.98,1.21,0.67,0.94,0.381944444,0
29-Jan-13,34.08,30.96,0,0,0,39.2,18,92,27,7.3,7.84,1.12,1.44,1.28,0.361111111,9.5
30-Jan-13,29.48,29.64,0,0,0,37.4,20,96,55,3.3,4.78,2.4,0.76,1.58,0.072916667,0
31-Jan-13,28.72,28.4,0,0,0,35.6,18.4,96,32,8.4,6.04,1.35,0.93,1.14,0.145833333,0
01-Feb-13,30.8,29.2,0,0,0,36.8,18,73,28,9.8,5.27,1.55,0.7,1.125,0,0
02-Feb-13,29.66,28.8,0,0,0,36,19,71,30,4.4,9.81,1.12,0.81,0.965,0.083333333,0
03-Feb-13,30.12,29.2,0,0,0,36.8,19.8,83,28,7.5,5.9,0.87,0.6,0.735,0.190972222,0
04-Feb-13,32.04,29.72,0,0,0,38.6,21.4,76,28,9,8.99,1.15,0.6,0.875,0.336805556,0
