Date,Soil temperature at 0.05 depth in mts,Soil temperature at 0.1 depth in mts,Soil temperature at 0.20cm depth in mts,Soil temperature at 0.50cm depth in mts,Soil temperature at 1.00cm depth in mts,max air temperature at 1.5mts,min air temperature at 1.5mts,"max relative humidity
 at 1.5mts","min Relative humidity
 at 1.5mts",Pitche Evaporation,Pan Evaporation,Wind Speed km/h at day,Wind Speed km/h at night,Wind Speed Avarage(m/s),sunshine hour,Rainfall
24-Jun-21,35.32,31.8,31.65,0,32.8,36.2,21,96,43,4.6,6.34,1.11,0.22,,,
25-Jun-21,38.68,31.88,31.84,0,32.8,36,18.2,92,36,5.3,7.4,0.87,0.08,,,
26-Jun-21,38.92,32.64,32.32,0,32.88,37,19.2,92,29,6.2,7.74,0.84,0.34,,,
27-Jun-21,40.04,33.08,32.72,0,33,37.2,20.2,88,29,6.6,7.92,0.89,0.66,,,
28-Jun-21,39.08,33.44,33,0,32.84,37.2,20.4,76,36,6.4,9.22,1.12,1.59,,,
29-Jun-21,35.8,32.68,32.96,0,32.88,36,24,62,49,5.3,6.88,1.32,0.24,,,
30-Jun-21,33.8,32.04,32.04,0,32.8,34.6,22,92,43,5.4,6.76,1.25,0.62,,,
01-Jul-21,31.24,31,31.6,0,32.8,33.2,22,88,74,3.6,4.38,1.48,0.24,,,
02-Jul-21,38.24,31.32,30.96,0,32.8,36.4,19.6,92,37,5.8,7.32,1,0.71,,,
03-Jul-21,39,32.44,32.08,0,32.8,37.2,20.2,88,37,6.2,6.86,1.07,0.62,,,
04-Jul-21,35.28,32.24,32.24,0,32.8,36.8,22,88,43,4.9,7.44,1.03,0.41,,,
05-Jul-21,37.88,32.48,32.04,0,32.8,36.6,20,88,35,6.6,9.2,1.3,0.23,,,
06-Jul-21,35.12,32.32,32.32,0,32.8,36.2,22.2,80,46,5,5.42,1.06,1.03,,,
07-Jul-21,32.08,31.36,31.76,0,32.8,34.4,21.2,92,65,2.3,4.62,0.67,0.17,,,
08-Jul-21,33.08,30.84,31.08,0,32.8,33,21.4,92,53,2.8,3.44,0.82,0.26,,,
09-Jul-21,37.72,31.56,31.28,0,32.96,34,21.8,84,47,4.4,5.9,0.94,0.24,,,
10-Jul-21,35.32,31.68,31.6,0,33,35,22,92,40,4,6,1.5,0.2,,,
11-Jul-21,38.48,31.88,31.84,0,33,35.6,22,92,38,5.4,7,0.93,0.33,,,
12-Jul-21,35.24,31.6,31.56,0,32.8,36.4,20.8,84,45,6.2,9,0.92,0.62,,,
13-Jul-21,35.96,31.88,31.68,0,33,35.6,24,77,42,4.4,5.3,1.22,0.76,,,
14-Jul-21,27.2,29.56,30.84,0,32.4,31.2,20.4,96,70,2,2.3,0.75,0.21,,,
15-Jul-21,29.16,28.76,29.2,0,32.4,32.2,21.2,96,53,2.6,4.3,0.71,0.2,,,
16-Jul-21,32.08,29.88,29.56,0,32.4,35.4,21.2,96,46,5.2,6.32,0.85,0.26,,,
17-Jul-21,30.72,30.32,30.36,0,32.4,33.2,22,92,50,4.1,5.96,0.58,0.73,,,
18-Jul-21,32.52,30.32,30.16,0,32.2,34,22,92,43,3.8,4.6,0.68,0.53,,,
19-Jul-21,31.04,30.04,30.16,0,32.2,34.8,22.2,92,49,4.4,5.02,0.9,0.3,,,
20-Jul-21,29.36,29.64,30.04,0,32.2,33.2,23,84,61,3.2,3.18,0.74,0.37,,,
21-Jul-21,29.28,29.04,29.24,0,32.2,32.2,22,92,55,3.4,3.64,0.63,0.42,,,
22-Jul-21,32.76,30.2,29.72,0,32.2,36.6,21,92,39,4.8,5.66,0.88,0.21,,,
23-Jul-21,34.52,31.52,30.76,0,33,37.2,19.8,92,36,5.3,6.98,1.08,0.92,,,
24-Jul-21,25.96,28.32,30.08,0,33,34.2,21,96,77,2.2,2.72,1.08,0.22,,,
25-Jul-21,24.6,26.68,27.92,0,32.2,28.4,20,96,84,1,1.3,0.57,0.6,,,
26-Jul-21,26,26.48,27.32,0,32.2,29.2,20.6,96,67,2.2,3.5,0.45,0.078,,,
27-Jul-21,27.96,27.72,27.36,0,32.16,31,21.2,92,60,2.8,3.34,0.7,0.2,,,
28-Jul-21,29.2,28.12,27.72,0,32.2,33.2,21.2,92,52,3.8,3.86,0.71,0.49,,,
29-Jul-21,28.44,28.36,28.4,0,32.24,32.2,21,96,71,2.6,3.52,0.84,0.12,,,
30-Jul-21,30.96,29.08,28.44,0,32.2,32.8,21,92,48,3,3.3,0.59,0.27,,,
31-Jul-21,31.76,29.88,29.24,0,32.4,33,20.2,88,48,4.9,6.24,0.84,0.2,,,
01-Aug-21,32.48,30.48,29.88,0,32.92,35.2,21.2,92,40,5.5,8.3,0.91,0.38,,,
02-Aug-21,29.96,30.16,30.24,0,32.8,35,22,92,47,4.6,5.42,0.94,1.12,,,
03-Aug-21,33.72,31,30.12,0,32.8,36.8,21,88,39,6.6,7.38,0.98,0.48,,,
04-Aug-21,32.92,31.56,31.08,0,32.8,37,21,84,39,6,7.28,0.9,0.27,,,
05-Aug-21,34.08,31.64,31.2,0,32.8,37,19.4,88,39,5.4,5.84,0.75,0.23,,,
06-Aug-21,34.28,31,31.28,0,33,37.4,18,92,32,7.4,9.48,1.06,0.24,,,
07-Aug-21,35.12,31.96,31.72,0,33.12,37.4,19.2,87,32,6.4,7.7,1.09,0.19,,,
08-Aug-21,35.44,31.48,31.64,0,33,36.6,21,92,35,6.8,8.56,0.86,3.12,,,
09-Aug-21,30.72,31.04,31.44,0,33,36.4,21,92,55,3,4.4,0.98,0.16,,,
10-Aug-21,32.88,30.68,30.52,0,32.8,37,19.4,92,47,1.8,8.4,1.4,0.95,,,
11-Aug-21,29.2,30.2,30.88,0,32.8,36,20,96,65,2.8,3.84,0.88,0.19,,,
12-Aug-21,31.96,30.48,30.44,0,32.6,34,20.2,96,49,4,6,0.87,0.29,,,
13-Aug-21,33.32,31.6,30.96,0,32.6,36,20.2,92,42,6,6.66,1.13,0.2,,,
14-Aug-21,32.08,31.92,31.64,0,32.8,35.4,23,84,42,5.8,7.36,1.24,0.72,,,
15-Aug-21,31.36,30.76,31.32,0,32.8,33.4,21.2,92,61,2.8,3.48,1.22,0.3,,,
16-Aug-21,33.12,31.2,30.88,0,32.6,35,21.2,96,46,5,7.32,1.16,0.14,,,
17-Aug-21,33.24,31.96,31.56,0,32.76,36,21.4,77,36,7.4,10.22,1.03,0.24,,,
18-Aug-21,35.72,32.12,31.84,0,32.8,36.4,19.8,84,35,6.4,6.96,1.33,0.21,,,
19-Aug-21,37,32.84,32.04,0,32.92,38.2,21,84,34,6.8,8,1.1,0.75,,,
20-Aug-21,30.84,32,32.4,0,33,37.6,21.4,96,50,4.6,4.22,1.08,0.7,,,
21-Aug-21,31.24,30.96,30.92,0,32.84,34,21.6,96,45,5.2,6.08,1.26,0.56,,,
22-Aug-21,32.08,30.92,30.92,0,32.8,35,22.2,92,45,4.8,5.12,1.88,0.52,,,
23-Aug-21,33.8,31.12,31,0,33.4,35.4,20,96,36,6.8,9.05,1.55,0.5,,,
24-Aug-21,31.44,31.16,31.48,0,33.4,36.4,22.6,84,41,5,7,2.44,0.49,,,
25-Aug-21,34.84,31.16,31.08,0,33.16,37,19.6,96,34,5.7,7.26,0.89,0.35,,,
26-Aug-21,32.76,30.84,31.32,0,33.28,37,19.4,92,42,4.9,6.86,0.95,0.41,,,
27-Aug-21,36.08,31.32,31,0,33.4,38.6,19.4,92,28,5.3,6.64,0.94,1,,,
28-Aug-21,38.64,32.88,32.12,0,33.4,38.6,23,73,33,8.8,9.52,1.05,0.83,,,
29-Aug-21,33.88,32.12,32.56,0,33.28,39.6,23,73,45,2.8,3.58,1.15,0.25,,,
30-Aug-21,36.52,32.04,31.68,0,33.4,39.6,21,92,34,6,8.8,0.97,0.82,,,
31-Aug-21,36.72,32.68,32.28,0,33.48,39,22.4,80,37,7,8.14,1.31,0.56,,,
01-Sep-21,28.72,31.24,32.08,0,0,32,22,76,42,1.3,2.28,1.05,0.16,,,
02-Sep-21,32.2,30.6,30.44,0,0,35.2,21.4,96,42,4,4.56,0.89,0.4,,,
03-Sep-21,32.16,31.16,31.04,0,0,36.6,23.2,88,46,5.2,6.58,1.02,0.84,,,
04-Sep-21,32.08,31.08,31,0,0,36.6,21.6,96,42,3,4.7,0.86,0.48,,,
05-Sep-21,30.52,31.04,31,0,0,36.4,22.2,96,41,4.2,5.2,1,1.48,,,
06-Sep-21,31.04,30.12,30.28,0,0,38.4,21.87,92,57,3.7,4.7,0.97,0.59,,,
07-Sep-21,33.2,31.52,30.96,0,0,37,20.6,96,45,5.3,9.04,0.96,0.29,,,
08-Sep-21,30.24,31.24,31.64,0,0,37.2,24,96,42,3.3,3.2,1.34,0.25,,,
09-Sep-21,27.96,29.4,30.24,0,0,31,21.6,96,33,1.6,2.02,0.56,0.17,,,
10-Sep-21,32.36,30.12,29.52,0,0,36,21.2,92,45,4.4,6.74,0.82,0.4,,,
11-Sep-21,31.56,30.56,30.56,0,0,36,21.4,92,35,2.7,3.7,1.03,0.5,,,
12-Sep-21,33.08,31.32,30.76,0,0,35.8,23,88,42,5.6,7.56,1,0.34,,,
13-Sep-21,33.76,31.76,31.24,0,0,37,20,92,33,6.1,8.14,0.81,0.32,,,
14-Sep-21,30.6,30.8,31.32,0,0,37,23,92,45,3.2,3.94,1.09,0.47,,,
15-Sep-21,34.52,31.64,30.84,0,0,37,22,88,35,5.8,8.4,1.07,0.72,,,
16-Sep-21,32.12,31.72,31.68,0,0,37.4,23,96,48,3.2,3.26,1.14,0.54,,,
17-Sep-21,31.6,31.08,31.04,0,0,34.2,23,92,53,3.7,4.96,0.9,0.74,,,
18-Sep-21,27.24,29.12,30.36,0,0,31,20.8,92,88,1,2.02,0.76,0.14,,,
19-Sep-21,31.2,29.68,29.24,0,0,34.2,21,96,45,2,3.68,0.83,0.12,,,
20-Sep-21,31.64,30.24,30.12,0,0,34,20.6,92,44,3,5.6,0.78,0.51,,,
21-Sep-21,31.48,30.8,30.56,0,0,35.2,23,92,47,4.2,6.42,1.14,0.7,,,
22-Sep-21,33,31.04,30.72,0,0,34.6,22.8,92,41,4.1,5.58,1.35,0.5,,,
23-Sep-21,34.2,31.64,31.36,0,0,36,22.4,88,39,6.1,8.52,1.42,1.02,,,
24-Sep-21,33.28,32.12,31.68,0,0,35.2,21.6,92,41,4.8,6.5,1.28,0.78,,,
25-Sep-21,32.44,31.2,31.48,0,0,34.8,21.8,84,45,4.6,6.1,1.62,0.54,,,
26-Sep-21,34.2,31.6,31.56,0,0,36.8,21,88,37,6.2,8.08,1.02,0.9,,,
27-Sep-21,35.44,32.36,32.04,0,0,36.6,21.4,92,37,5.4,6.84,0.92,0.43,,,
28-Sep-21,35.8,32.6,32.16,0,0,37.4,20.2,92,36,6.7,9.5,1.26,0.28,,,
29-Sep-21,31.52,31.72,32.2,0,0,35.2,21,92,57,5.2,6.6,1.73,1.06,,,
30-Sep-21,33.64,31.56,31.6,0,0,37.6,21.8,88,39,5.8,9.18,1.17,0.3,,,
01-Oct-21,34,32,31.88,0,0,38,21,88,45,.,5.34,1.33,0,,,
02-Oct-21,33.2,31.52,31.72,0,0,35.2,22.2,92,55,2,3.32,0.88,0.54,,,
03-Oct-21,35.96,32.16,31.6,0,0,36.2,22,92,39,4.2,5.52,1.24,1.47,,,
04-Oct-21,35.2,32.4,32.08,0,0,37.2,21.2,96,42,4,5.06,1.32,0.51,,,
05-Oct-21,33.72,32.16,32.08,0,0,36.2,22.2,92,48,2.2,3.1,1.1,0.96,,,
06-Oct-21,35.52,32.16,32.08,0,0,37.2,23,92,45,4.3,7.42,1.36,0.33,,,
07-Oct-21,31.72,32.44,32,0,0,35.2,20.2,96,42,3.2,2.62,1.54,0.42,,,
08-Oct-21,32.4,32.12,31.4,0,0,36,21.8,89,49,2.6,4.68,1.07,0.28,,,
09-Oct-21,32.4,31.24,31.08,0,0,37,21.6,92,37,4.5,5.04,1.51,0.71,,,
10-Oct-21,31.28,31.6,30.8,0,0,35.4,22.8,92,52,2.8,2.18,0.85,0.23,,,
11-Oct-21,31.48,30.8,30.68,0,0,0,0,0,0,.,3.64,1.26,0.6,,,
12-Oct-21,31.6,30.6,30.68,0,0,0,0,0,0,.,3.38,1.23,0.22,,,
13-Oct-21,33.48,31.44,31.08,0,0,0,0,0,0,.,6.2,1.4,0.43,,,
14-Oct-21,35.52,31.88,31.28,0,0,0,0,0,0,.,5.38,1.3,0.22,,,
15-Oct-21,37.24,32.68,32.12,0,0,0,0,0,0,.,6.2,1.58,0.4,,,
16-Oct-21,34.44,32,32,0,0,36.2,22.6,88,37,4.4,3.58,0.92,0.6,,,
17-Oct-21,38.36,32.36,32.04,0,0,40.4,20,84,32,5.6,5.84,1.02,0.37,,,
18-Oct-21,39.28,33.08,32.64,0,0,41,21,92,33,6,6.93,1.2,0.37,,,
19-Oct-21,38.6,33.32,32.92,0,0,41,21.2,92,33,5.4,7.4,1.42,0.27,,,
20-Oct-21,37.28,33.32,32.96,0,0,38.8,20.2,88,32,5,5.94,1.24,0.64,,,
21-Oct-21,38.32,33.44,33.12,0,0,39.4,23,88,35,5.6,6.14,1.02,0.29,,,
22-Oct-21,39.6,33.64,33.2,0,0,40.6,21.2,79,35,5.8,5.36,1.11,0.54,,,
23-Oct-21,33.72,33.28,32.76,0,0,38.2,21.6,96,36,5,3.94,0.93,0.28,,,
24-Oct-21,38.16,33.24,32.92,0,0,41.4,20.2,92,27,5.5,5.06,1.13,0.47,,,
25-Oct-21,33.64,33.68,33.4,0,0,40.8,22,83,32,6.5,6.32,1.31,0.32,,,
26-Oct-21,38.52,33.48,33.4,0,0,38.2,20,87,33,5.5,6.68,1.52,0.032,,,
27-Oct-21,34.6,32.68,33.04,0,0,36.6,21,92,42,3,3.38,2.31,0.98,,,
28-Oct-21,32.28,32.16,32.6,0,0,38.2,21.2,88,37,3.5,4.2,1.27,0.22,,,
29-Oct-21,37,32.6,32.4,0,0,39.2,21.6,84,33,5,5.84,1.29,0.37,,,
30-Oct-21,39.2,33.2,32.8,0,0,38.8,23,80,28,6.5,6.84,1.32,0.42,,,
31-Oct-21,38.6,33.2,33,0,0,40.6,20.4,68,29,6.5,7.18,1.26,0.78,,,
01-Nov-21,38.88,33.28,33.16,0,0,39,18,78,28,6.7,7.14,1.09,0.48,,,
02-Nov-21,38.44,33.24,33.24,0,0,40,18.4,87,28,8.5,8.96,1.25,0.58,,,
03-Nov-21,39.68,33.48,33.2,0,0,41,21,83,24,8.3,9.04,1.19,0.45,,,
04-Nov-21,32.68,33.56,33.36,0,0,39.2,20.6,75,32,7.2,8.9,1.16,0.46,,,
05-Nov-21,39.76,33.8,33.6,0,0,40.2,21.6,87,33,7,10.58,1.57,0.49,,,
06-Nov-21,39.72,33.76,33.64,0,0,40.6,20.08,79,34,8.2,8.82,1.19,0.58,,,
07-Nov-21,40.24,34.36,33.92,0,0,40,20.2,88,28,8.2,9.04,1.12,0.6,,,
08-Nov-21,34.4,33.7,33.84,0,0,38,23,73,51,5,6.98,1.78,0.68,,,
09-Nov-21,30.4,32.2,32.64,0,0,34.2,23.8,77,42,2.8,4.6,1.72,0.45,,,
10-Nov-21,35.88,32.12,32.16,0,0,39.8,22.4,80,37,6.2,7.92,1.23,0.63,,,
11-Nov-21,37.4,33.2,32.7,0,0,39.8,21.8,84,52,7,8.04,1.24,0.46,,,
12-Nov-21,39.12,33.52,33.4,0,0,40.4,21,79,26,8,8.92,1.35,0.6,,,
13-Nov-21,39,33.76,33.26,0,0,41,20.6,83,30,6.6,8.22,1.22,0.41,,,
14-Nov-21,36.68,33.88,33.48,0,0,39,22.2,84,36,5.7,8.36,1.25,0.36,,,
15-Nov-21,37.78,33.6,33.16,0,0,38,21.6,70,41,3.2,5.68,1.58,0.76,,,
16-Nov-21,38.88,33.56,33.36,0,0,41.6,23.2,80,38,8.6,10.4,1.31,0.58,,,
17-Nov-21,38.6,33.2,33.2,0,0,40.4,22.2,84,36,6.8,7.8,1.39,0.53,,,
18-Nov-21,40.36,34.24,33.72,0,0,40.8,21.8,84,36,7.2,9.32,1.11,0.37,,,
19-Nov-21,39.92,34.08,33.6,0,0,41,20.4,79,33,6.5,8.66,1.22,0.39,,,
20-Nov-21,40.26,34.32,33.96,0,0,41,21.6,75,29,5.2,8.26,1.19,0.42,,,
21-Nov-21,39.8,34.6,34.08,0,0,40.8,22.2,77,36,5.2,8.56,1.27,0.36,,,
22-Nov-21,38.16,33.92,34,0,0,41.4,22,79,32,7,8.84,1.16,0.44,,,
23-Nov-21,38.48,33.84,33.36,0,0,41.4,22,83,27,7,8.2,1.02,0.4,,,
24-Nov-21,39.84,33.96,33.56,0,0,41,21.2,71,27,6.2,7.04,1.12,1.92,,,
25-Nov-21,38.76,34.2,33.8,0,0,40.2,20.38,88,29,7,8.84,1.16,0.41,,,
26-Nov-21,33.92,33.64,33.4,0,0,40.4,21.2,87,30,5.8,7.62,1.12,0.56,,,
27-Nov-21,37,33.2,33,0,0,41,20.2,74,27,5.6,7.44,1.06,1.25,,,
28-Nov-21,40,34.6,33.8,0,0,37.4,23.4,92,41,4.8,6.96,1.66,0.36,,,
29-Nov-21,40.4,34.24,33.6,0,0,40.8,22.6,84,36,5.7,6.8,1.25,0.31,,,
30-Nov-21,40.8,34.36,33.72,0,0,40.8,21.8,72,29,5.4,8.38,1.18,0.26,,,
01-Dec-21,39.8,33.92,33.68,0,0,38,20.2,78,29,5.6,8.62,1.11,0.36,,,
02-Dec-21,38.96,33.84,33.86,0,0,40.8,19.4,78,27,5.2,8.72,0.99,0.4,,,
03-Dec-21,39.16,33.88,33.44,0,0,40.2,20,81,29,5.8,6.66,1.09,0.33,,,
04-Dec-21,41,33.96,33.86,0,0,40.2,20.2,78,27,4.6,6.92,1.04,0.17,,,
05-Dec-21,40.2,34.28,33.76,0,0,40,21.2,72,32,5.4,5.84,1.13,0.11,,,
06-Dec-21,40.48,34.16,33.56,0,0,40.8,20.2,76,30,5.2,6.86,0.97,0.29,,,
07-Dec-21,40.68,34.28,33.64,0,0,41,21.6,78,32,7.7,8.58,1.17,0.48,,,
08-Dec-21,40.56,34.2,33.64,0,0,41.6,21.4,78,32,6.6,7.42,1.12,0.48,,,
09-Dec-21,39.92,34.4,33.8,0,0,41.2,22.2,76,34,6.7,7.58,1.04,0.36,,,
10-Dec-21,39.88,34.28,33.84,0,0,41,21,64,32,8.6,9.2,1.34,0.33,,,
11-Dec-21,38.8,33.76,33.6,0,0,38.8,20,74,26,6.6,7.98,1.01,0.31,,,
12-Dec-21,36.96,32.96,33.04,0,0,40.8,17.4,74,26,8.5,7.98,1.02,0.48,,,
13-Dec-21,38.4,30.04,33.6,0,0,39.4,17.6,87,31,5.5,9.36,0.92,0.24,,,
14-Dec-21,39.56,33.76,33.12,0,0,41,20.4,68,36,7,9.6,1.18,0.27,,,
15-Dec-21,40.4,34.44,33.6,0,0,41.2,21.8,72,33,7.5,8.34,1.15,0.53,,,
16-Dec-21,39.72,34.52,33.38,0,0,41.2,24.2,73,32,7.5,7.68,1.46,0.73,,,
17-Dec-21,39.44,34.6,33.84,0,0,40.4,24.4,84,31,7.2,7.72,1.14,0.82,,,
18-Dec-21,32.16,32.92,33.08,0,0,38.4,20.6,87,33,5.8,8.18,0.87,0.16,,,
19-Dec-21,35.72,33.16,32.92,0,0,41.8,22.4,73,34,6,8.04,1.19,1.09,,,
20-Dec-21,31.8,32.4,32.68,0,0,40.8,21.6,92,42,4,5.28,1.03,0.67,,,
21-Dec-21,31.68,32.2,32.32,0,0,39.6,21.2,92,42,6.5,6.8,1.01,0.43,,,
22-Dec-21,33.68,32.56,32.48,0,0,39.4,23.8,84,38,6,6.48,1.16,0.22,,,
23-Dec-21,34.08,32.88,32.8,0,0,39.6,23,92,37,6,6.3,1.03,0.81,,,
24-Dec-21,31.64,32.04,32.4,0,0,40.2,23.4,84,37,5,5.58,1.36,0.29,,,
25-Dec-21,33.64,32.32,32.76,0,0,39,23.6,70,44,5.5,6.92,1.69,0.93,,,
26-Dec-21,30.76,31.52,32,0,0,36.2,20.8,92,42,6.5,6.12,1.32,0.64,,,
27-Dec-21,30.88,30.92,31.32,0,0,39.4,21.8,88,39,6.3,6.72,0.96,0.23,,,
28-Dec-21,32.68,31.68,32.2,0,0,38.2,22.4,80,37,5.2,6.38,1.17,0.34,,,
29-Dec-21,33.48,31.28,31.6,0,0,39.2,19.8,92,26,5.5,6.94,0.99,0.44,,,
30-Dec-21,34.2,31.6,31.84,0,0,41.6,20.8,79,28,6,7.66,1.2,0.47,,,
31-Dec-21,35.84,31.92,32,0,0,42,20,83,23,8,8.6,1.25,0.23,,,
01-Jan-22,36.64,31.6,32.2,41.8,18.4,82,32,6.5,7.18,1.15,0.2,0.675,0.416666667,,,
02-Jan-22,37.44,32.2,32.4,40,19.2,82,29,6,7.16,1.19,0.28,0.735,0.416666667,,,
03-Jan-22,35.4,32.4,32.36,41.4,19,78,33,7.05,7.74,1.29,0.34,0.815,0.4375,,,
04-Jan-22,37.52,32.72,32.68,41.2,18.4,69,33,8.8,6.9,1.25,1.08,1.165,0.333333333,,,
05-Jan-22,37.4,33.24,33.04,40,24,64,37,8,9,2.33,0.76,1.545,0.333333333,,,
06-Jan-22,31.16,32.56,32.76,40.2,22.2,80,37,5,6.56,1.58,0.24,0.91,0.34375,,,
07-Jan-22,33.4,32.28,32.32,40.6,22,80,32,7,9.79,1.18,0.34,0.76,0.375,,,
08-Jan-22,35.96,32.96,32.56,40.8,20.4,92,34,4.5,.,1.2,0.34,0.77,0.416666667,,,
09-Jan-22,39.8,33.6,32.52,40.8,23,71,30,6,.,1.15,0.46,0.805,0.399305556,,,
10-Jan-22,39.52,33.56,33.32,42.4,23,69,34,7.3,.,1.25,0.3,0.775,0.416666667,,,
11-Jan-22,39.56,33.76,33.56,41.8,21.6,76,32,7.7,.,1.42,0.29,0.855,0.409722222,,,
12-Jan-22,39.24,33.64,33.52,41.8,23.4,69,30,11.4,.,1.24,0.3,0.77,0.354166667,,,
13-Jan-22,39.88,33.68,33.44,42.4,20.2,72,30,8.2,9.28,1.21,0.22,0.715,0.416666667,,,
14-Jan-22,39.12,33.48,33.36,42.4,19.6,78,36,9.8,11.38,1.55,0.41,0.98,0.402777778,,,
15-Jan-22,38.68,33.8,33.56,42.4,20.4,71,29,9.1,8.76,2.63,0.52,1.575,0.416666667,,,
16-Jan-22,37.28,33.52,33.44,40.8,21.4,69,32,8,8.08,1.53,0.9,1.215,0.274305556,,,
17-Jan-22,29.4,32.44,33.2,36,24.6,92,50,6,7.5,1.04,0.26,0.65,0.166666667,,,
18-Jan-22,26.04,30,31,28,21.6,96,70,1.5,2.18,1.03,0.23,0.63,0.052083333,,,
19-Jan-22,32.6,30.28,30.2,35.6,19.2,92,37,4.5,4.24,1.13,0.77,0.95,0.319444444,,,
20-Jan-22,30.96,30.76,30.68,37.6,19.6,87,36,5.1,4.42,1.18,0.61,0.895,0.336805556,,,
21-Jan-22,32.16,30.24,30.8,37.2,22.4,74,30,7.5,8.02,1.03,0.19,0.61,0.322916667,,,
22-Jan-22,33.24,31.08,31.04,38.6,19.8,87,27,4.8,5.12,1.16,0.2,0.68,0.28125,,,
23-Jan-22,35.6,31.4,31.28,41,19.6,79,23,6.3,9.14,1.33,0.32,0.825,0.354166667,,,
24-Jan-22,36.52,31.76,31.68,41.2,19.8,83,24,8.7,9.42,1.36,1.14,1.25,0.371527778,,,
25-Jan-22,38.68,32.84,32.44,42.6,21.6,69,24,7,9.86,1.22,0.4,0.81,0.416666667,,,
26-Jan-22,37.96,32.52,32.44,42.6,18.4,74,25,9.5,10.92,1.25,0.26,0.755,0.416666667,,,
27-Jan-22,38.28,32.48,32.52,42.4,18.6,67,27,9,9.12,1.17,0.24,0.705,0.364583333,,,
28-Jan-22,39.16,32.8,32.48,40.8,18.8,62,27,8.5,9.7,1.18,0.49,0.835,0.416666667,,,
29-Jan-22,39.24,33.32,32.68,39.8,18.6,71,24,7.5,8.1,1.19,0.33,0.76,0.385416667,,,
30-Jan-22,39.2,33.88,32.76,42.6,19.8,63,23,10.3,10.38,1.53,0.23,0.88,0.416666667,,,
31-Jan-22,40.36,33.2,32.8,39,19,71,33,9.5,11.32,1.33,0.26,0.795,0.399305556,,,
01-Feb-22,38.52,33.16,32.84,42.4,20,71,28,10.5,11.1,1.38,0.34,0.86,8.3,,,
02-Feb-22,40.4,33.92,33.28,42.4,21.2,61,27,7.5,8.8,1.2,0.33,0.765,0.395833333,,,
03-Feb-22,39.48,33.88,33.32,40.8,22.8,77,35,7.5,7.52,1.07,0.27,0.67,0.416666667,,,
04-Feb-22,40.48,34.44,33.44,40.2,22.4,62,30,7.5,10.32,1.38,0.25,0.815,0.40625,,,
05-Feb-22,40.88,34.24,33.52,40,23.2,53,27,7,9.68,1.52,1.94,1.73,0.395833333,,,
06-Feb-22,39.16,34.16,33.56,41.2,21.2,84,23,10,10.94,1.39,1.69,1.54,0.333333333,,,
07-Feb-22,37.84,33.6,33.44,42.6,20.6,60,25,10,11.48,1.17,0.34,0.755,0.3125,,,
08-Feb-22,39,33.52,33.04,40.4,18.8,66,26,8.8,11.54,1.22,0.52,0.87,10;00,,,
09-Feb-22,40.6,34.2,33.4,42.6,20,74,34,9.5,10.4,1.35,0.26,0.805,10;00,,,
10-Feb-22,41.2,34.24,33.52,43,21.6,63,25,11.5,12.34,1.32,0.58,0.95,0.347222222,,,
11-Feb-22,39.72,34.08,33.44,42,22.8,48,24,9.9,8.32,1.12,0.54,0.83,4;45,,,
12-Feb-22,41.72,34.88,33.48,40.8,23,88,40,10,11.86,1.58,0.45,1.015,8;45,,,
13-Feb-22,52.2,34.56,33.88,42.6,22.684,84,41,9,10.58,1.76,0.24,1,9;00,,,
14-Feb-22,40.44,34.32,33.6,42.6,19.6,76,32,10.92,12.4,1.31,0.49,0.9,0.388888889,,,
15-Feb-22,41.92,35,33.84,42.6,23.4,77,27,8.7,11.12,1.58,0.32,0.95,8:.45,,,
16-Feb-22,40.16,34.76,33.92,43,22.4,62,28,7.3,8.3,1.52,0.82,1.17,0.34375,,,
17-Feb-22,42.64,42.32,34.36,41,26.2,89,23,11.5,12.8,1.53,0.7,1.115,0.392361111,,,
18-Feb-22,41.3,35.24,34.36,42.6,23.8,89,23,10.2,11.04,1.29,1.05,1.17,0.364583333,,,
19-Feb-22,41.04,35.24,34.72,42.8,23.8,92,23,7.8,9.84,1.37,0.52,0.945,0.375,,,
20-Feb-22,41.52,35.72,34.64,43,23.6,67,31,7.6,9.74,1.75,2.44,2.095,0.3125,,,
21-Feb-22,33.28,34,27.32,39.8,25,89,45,6,6.52,0.91,0.37,0.64,0.083333333,,,
22-Feb-22,38.96,33.16,32.84,41.2,19,82,28,7.48,8.5,1.62,0.51,1.065,0.361111111,,,
23-Feb-22,33.6,34,33.32,41,23.6,92,33,10.52,9.2,1.8,0.49,1.145,0.229166667,,,
24-Feb-22,38.6,34.12,33.48,41.8,23.4,65,29,7.8,7,1.16,1.88,1.52,0.3125,,,
25-Feb-22,34.6,34.04,33.52,42.6,22.4,92,31,5.6,4.8,1.14,1.28,1.21,0.329861111,,,
26-Feb-22,33.76,32.32,32.88,42,20.4,92,29,7.12,8,2.11,1.1,1.605,9.:05,,,
27-Feb-22,34.64,33.2,32.68,40.8,22.6,96,43,7.74,7,1.38,0.84,1.11,0.447916667,,,
28-Feb-22,31.6,32.24,32.76,39.4,21.6,88,46,5.2,4.2,1.43,1.8,1.615,0.236111111,,,
01-Mar-22,31.4,31.52,32.32,38.8,21.4,96,39,7.5,7.72,1.32,0.95,1.135,6.2,,,
02-Mar-22,32.56,31.88,31.18,38.2,21.4,92,37,6.7,7.44,0.94,0.46,0.7,0,,,
